% f evaluations | g evaluations | best noise-free fitness - Fopt (6.870000000000e+00) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +8.155932956e+00 +1.502593296e+01 +1.502593296e+01 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00
13 0 +6.295328659e+00 +1.316532866e+01 +1.316532866e+01 +1.6667e+00 +1.6667e+00 +1.6667e+00 -3.3333e+00 +1.6667e+00
118 0 +1.452448870e+00 +8.322448870e+00 +8.322448870e+00 +3.3333e+00 +3.3333e+00 +3.3333e+00 +3.3333e+00 +3.3333e+00
1301 0 +9.857007132e-01 +7.855700713e+00 +7.855700713e+00 +3.3366e+00 +3.3366e+00 +3.3366e+00 +3.3366e+00 +3.3268e+00
1334 0 +7.344412694e-01 +7.604441269e+00 +7.604441269e+00 +3.3360e+00 +3.3365e+00 +3.3367e+00 +3.3360e+00 +3.3266e+00
1428 0 +7.172396779e-01 +7.587239678e+00 +7.587239678e+00 +3.3360e+00 +3.3365e+00 +3.3368e+00 +3.3360e+00 +3.3267e+00
1448 0 +6.927035766e-01 +7.562703577e+00 +7.562703577e+00 +3.3355e+00 +3.3366e+00 +3.3371e+00 +3.3362e+00 +3.3274e+00
1465 0 +6.917822509e-01 +7.561782251e+00 +7.561782251e+00 +3.3355e+00 +3.3366e+00 +3.3371e+00 +3.3362e+00 +3.3273e+00
1531 0 +6.753294166e-01 +7.545329417e+00 +7.545329417e+00 +3.3353e+00 +3.3365e+00 +3.3372e+00 +3.3363e+00 +3.3274e+00
24599 0 +3.936697467e-01 +7.263669747e+00 +7.263669747e+00 -2.0833e+00 -3.3333e+00 +2.9167e+00 +1.6667e+00 -3.3333e+00
24630 0 +3.867014312e-01 +7.256701431e+00 +7.256701431e+00 -2.0833e+00 -3.3333e+00 +2.9168e+00 +1.6668e+00 -3.3333e+00
24637 0 +3.573368539e-01 +7.227336854e+00 +7.227336854e+00 -2.0833e+00 -3.3334e+00 +2.9170e+00 +1.6669e+00 -3.3333e+00
24647 0 +2.978389237e-01 +7.167838924e+00 +7.167838924e+00 -2.0835e+00 -3.3336e+00 +2.9173e+00 +1.6669e+00 -3.3333e+00
24659 0 +2.814957427e-01 +7.151495743e+00 +7.151495743e+00 -2.0835e+00 -3.3337e+00 +2.9174e+00 +1.6671e+00 -3.3332e+00
24668 0 +2.748812598e-01 +7.144881260e+00 +7.144881260e+00 -2.0835e+00 -3.3337e+00 +2.9173e+00 +1.6671e+00 -3.3332e+00
24680 0 +2.658066775e-01 +7.135806678e+00 +7.135806678e+00 -2.0835e+00 -3.3337e+00 +2.9173e+00 +1.6671e+00 -3.3332e+00
24696 0 +2.610335077e-01 +7.131033508e+00 +7.131033508e+00 -2.0844e+00 -3.3325e+00 +2.9189e+00 +1.6694e+00 -3.3374e+00
24718 0 +2.546788766e-01 +7.124678877e+00 +7.124678877e+00 -2.0847e+00 -3.3322e+00 +2.9192e+00 +1.6697e+00 -3.3378e+00
24728 0 +2.362560537e-01 +7.106256054e+00 +7.106256054e+00 -2.0847e+00 -3.3323e+00 +2.9190e+00 +1.6695e+00 -3.3373e+00
24757 0 +2.333235677e-01 +7.103323568e+00 +7.103323568e+00 -2.0847e+00 -3.3323e+00 +2.9190e+00 +1.6694e+00 -3.3372e+00
24765 0 +2.232720919e-01 +7.093272092e+00 +7.093272092e+00 -2.0849e+00 -3.3324e+00 +2.9187e+00 +1.6694e+00 -3.3371e+00
24772 0 +2.170213344e-01 +7.087021334e+00 +7.087021334e+00 -2.0849e+00 -3.3324e+00 +2.9188e+00 +1.6694e+00 -3.3371e+00
24778 0 +2.136438957e-01 +7.083643896e+00 +7.083643896e+00 -2.0849e+00 -3.3323e+00 +2.9188e+00 +1.6694e+00 -3.3370e+00
24804 0 +2.071168597e-01 +7.077116860e+00 +7.077116860e+00 -2.0849e+00 -3.3323e+00 +2.9188e+00 +1.6694e+00 -3.3370e+00
24810 0 +2.034652377e-01 +7.073465238e+00 +7.073465238e+00 -2.0849e+00 -3.3323e+00 +2.9188e+00 +1.6693e+00 -3.3369e+00
24889 0 +1.956248946e-01 +7.065624895e+00 +7.065624895e+00 -2.0849e+00 -3.3325e+00 +2.9187e+00 +1.6693e+00 -3.3368e+00
24895 0 +1.934177970e-01 +7.063417797e+00 +7.063417797e+00 -2.0849e+00 -3.3324e+00 +2.9187e+00 +1.6693e+00 -3.3368e+00
24996 0 +1.893152727e-01 +7.059315273e+00 +7.059315273e+00 -2.0850e+00 -3.3324e+00 +2.9187e+00 +1.6694e+00 -3.3367e+00
25008 0 +1.816699616e-01 +7.051669962e+00 +7.051669962e+00 -2.0855e+00 -3.3326e+00 +2.9187e+00 +1.6694e+00 -3.3359e+00
25015 0 +1.747005867e-01 +7.044700587e+00 +7.044700587e+00 -2.0853e+00 -3.3325e+00 +2.9187e+00 +1.6694e+00 -3.3362e+00
25021 0 +1.726690535e-01 +7.042669054e+00 +7.042669054e+00 -2.0854e+00 -3.3325e+00 +2.9187e+00 +1.6694e+00 -3.3361e+00
25101 0 +1.683188644e-01 +7.038318864e+00 +7.038318864e+00 -2.0854e+00 -3.3325e+00 +2.9188e+00 +1.6694e+00 -3.3361e+00
25235 0 +1.658663136e-01 +7.035866314e+00 +7.035866314e+00 -2.0854e+00 -3.3324e+00 +2.9188e+00 +1.6694e+00 -3.3361e+00
% f evaluations | g evaluations | best noise-free fitness - Fopt (1.000000000000e-02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +2.513149249e+01 +2.514149249e+01 +2.514149249e+01 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00
2 0 +1.391767475e+01 +1.392767475e+01 +1.392767475e+01 -1.6667e+00 -1.6667e+00 -1.6667e+00 -1.6667e+00 -1.6667e+00
