% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.694000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.009128945e+02 +8.397289445e+01 +8.397289445e+01 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00
5 0 +9.252487943e+01 +7.558487943e+01 +7.558487943e+01 +1.6667e+00 -3.3333e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00
9 0 +9.008908990e+01 +7.314908990e+01 +7.314908990e+01 +1.6667e+00 -3.3333e+00 -3.3333e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00
11 0 +6.137657397e+01 +4.443657397e+01 +4.443657397e+01 +1.6667e+00 +1.6667e+00 -3.3333e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00
40 0 +4.516050531e+01 +2.822050531e+01 +2.822050531e+01 +1.8156e+00 +1.6489e+00 -3.3453e+00 +1.8700e+00 +1.6920e+00 +1.5324e+00 +1.5932e+00 +1.7709e+00 +1.5172e+00 +1.7002e+00 +1.7166e+00 +1.5424e+00 +1.6069e+00 +1.6671e+00 +1.4522e+00 +1.7247e+00 +1.7812e+00 +1.7607e+00 +1.6171e+00 +1.6568e+00
62 0 +4.455451722e+01 +2.761451722e+01 +2.761451722e+01 +1.7940e+00 +1.6666e+00 -3.3368e+00 +1.9150e+00 +1.6912e+00 +1.4331e+00 +1.5743e+00 +1.8568e+00 +1.4341e+00 +1.6939e+00 +1.7878e+00 +1.5115e+00 +1.5904e+00 +1.5895e+00 +1.3260e+00 +1.7899e+00 +1.8940e+00 +1.7037e+00 +1.5807e+00 +1.6714e+00
84 0 +4.318138671e+01 +2.624138671e+01 +2.624138671e+01 +1.8066e+00 +1.6345e+00 -3.3662e+00 +1.9076e+00 +1.7364e+00 +1.3367e+00 +1.6219e+00 +2.0139e+00 +1.2478e+00 +1.6152e+00 +1.9665e+00 +1.5464e+00 +1.5379e+00 +1.4407e+00 +1.1970e+00 +1.8414e+00 +2.1697e+00 +1.6520e+00 +1.5193e+00 +1.6911e+00
105 0 +4.167153656e+01 +2.473153656e+01 +2.473153656e+01 +1.7956e+00 +1.5842e+00 -3.4088e+00 +1.8234e+00 +1.6804e+00 +1.4194e+00 +1.5698e+00 +2.0650e+00 +1.2568e+00 +1.5784e+00 +2.1157e+00 +1.6029e+00 +1.5460e+00 +1.4250e+00 +1.2423e+00 +1.8000e+00 +2.1359e+00 +1.6148e+00 +1.4949e+00 +1.6750e+00
129 0 +3.921458496e+01 +2.227458496e+01 +2.227458496e+01 +1.7914e+00 +1.5793e+00 -3.4167e+00 +1.8062e+00 +1.6674e+00 +1.4432e+00 +1.5569e+00 +2.0617e+00 +1.2848e+00 +1.5769e+00 +2.1191e+00 +1.6129e+00 +1.5595e+00 +1.4360e+00 +1.2757e+00 +1.7896e+00 +2.0909e+00 +1.6241e+00 +1.4885e+00 +1.6708e+00
151 0 +3.765223249e+01 +2.071223249e+01 +2.071223249e+01 +1.8063e+00 +1.5585e+00 -3.4196e+00 +1.8288e+00 +1.6571e+00 +1.4393e+00 +1.5315e+00 +2.0866e+00 +1.2903e+00 +1.5740e+00 +2.1270e+00 +1.6220e+00 +1.5818e+00 +1.4521e+00 +1.2604e+00 +1.7951e+00 +2.0942e+00 +1.6553e+00 +1.4778e+00 +1.6600e+00
174 0 +3.599160976e+01 +1.905160976e+01 +1.905160976e+01 +1.8070e+00 +1.5494e+00 -3.4327e+00 +1.8358e+00 +1.6579e+00 +1.4238e+00 +1.5183e+00 +2.1241e+00 +1.2909e+00 +1.5603e+00 +2.1419e+00 +1.6274e+00 +1.5990e+00 +1.4411e+00 +1.2437e+00 +1.8146e+00 +2.0972e+00 +1.6822e+00 +1.4524e+00 +1.6595e+00
197 0 +3.276668608e+01 +1.582668608e+01 +1.582668608e+01 +1.7990e+00 +1.5423e+00 -3.4382e+00 +1.8463e+00 +1.6748e+00 +1.3880e+00 +1.5220e+00 +2.1610e+00 +1.2792e+00 +1.5496e+00 +2.1302e+00 +1.6325e+00 +1.6332e+00 +1.4401e+00 +1.2159e+00 +1.8405e+00 +2.0957e+00 +1.7070e+00 +1.4329e+00 +1.6515e+00
218 0 +3.095494087e+01 +1.401494087e+01 +1.401494087e+01 +1.7810e+00 +1.5195e+00 -3.4300e+00 +1.8264e+00 +1.6833e+00 +1.3623e+00 +1.5349e+00 +2.2089e+00 +1.2629e+00 +1.5461e+00 +2.1196e+00 +1.6719e+00 +1.6957e+00 +1.4463e+00 +1.2176e+00 +1.8413e+00 +2.0687e+00 +1.7033e+00 +1.4121e+00 +1.6351e+00
239 0 +3.081747747e+01 +1.387747747e+01 +1.387747747e+01 +1.7827e+00 +1.5194e+00 -3.4231e+00 +1.8155e+00 +1.6941e+00 +1.3745e+00 +1.5473e+00 +2.2095e+00 +1.2851e+00 +1.5405e+00 +2.0927e+00 +1.6703e+00 +1.6833e+00 +1.4392e+00 +1.2219e+00 +1.8527e+00 +2.0610e+00 +1.7146e+00 +1.4341e+00 +1.6549e+00
281 0 +2.934476043e+01 +1.240476043e+01 +1.240476043e+01 +1.7948e+00 +1.5054e+00 -3.3930e+00 +1.8079e+00 +1.7004e+00 +1.3869e+00 +1.5514e+00 +2.2420e+00 +1.2891e+00 +1.5488e+00 +2.1016e+00 +1.6790e+00 +1.6616e+00 +1.4475e+00 +1.2078e+00 +1.8488e+00 +2.0382e+00 +1.7098e+00 +1.4361e+00 +1.6868e+00
344 0 +2.871253937e+01 +1.177253937e+01 +1.177253937e+01 +1.7898e+00 +1.4264e+00 -3.3507e+00 +1.8077e+00 +1.7407e+00 +1.3903e+00 +1.5585e+00 +2.3127e+00 +1.2919e+00 +1.5497e+00 +2.0871e+00 +1.7035e+00 +1.6630e+00 +1.4448e+00 +1.2042e+00 +1.8881e+00 +1.9946e+00 +1.7116e+00 +1.4792e+00 +1.7394e+00
428 0 +2.795812075e+01 +1.101812075e+01 +1.101812075e+01 +1.7028e+00 +1.2216e+00 -3.3317e+00 +1.8982e+00 +1.7432e+00 +1.3739e+00 +1.5556e+00 +2.3738e+00 +1.2110e+00 +1.5863e+00 +2.0795e+00 +1.7525e+00 +1.5912e+00 +1.4255e+00 +1.3107e+00 +2.0280e+00 +1.9394e+00 +1.6984e+00 +1.5452e+00 +1.8025e+00
470 0 +2.720692813e+01 +1.026692813e+01 +1.026692813e+01 +1.6012e+00 +1.0515e+00 -3.3865e+00 +2.0148e+00 +1.6964e+00 +1.3674e+00 +1.6208e+00 +2.3726e+00 +1.1447e+00 +1.6384e+00 +2.0376e+00 +1.8304e+00 +1.4916e+00 +1.4431e+00 +1.4232e+00 +2.1535e+00 +1.9153e+00 +1.6585e+00 +1.5288e+00 +1.8700e+00
491 0 +2.683969767e+01 +9.899697670e+00 +9.899697670e+00 +1.5898e+00 +1.0286e+00 -3.4193e+00 +2.0399e+00 +1.6835e+00 +1.3728e+00 +1.6565e+00 +2.3539e+00 +1.1433e+00 +1.6446e+00 +2.0107e+00 +1.8541e+00 +1.4711e+00 +1.4575e+00 +1.4379e+00 +2.1684e+00 +1.9213e+00 +1.6314e+00 +1.4990e+00 +1.8869e+00
597 0 +2.629168329e+01 +9.351683295e+00 +9.351683295e+00 +1.5476e+00 +9.0248e-01 -3.4320e+00 +2.1140e+00 +1.7251e+00 +1.3913e+00 +1.6543e+00 +2.3776e+00 +1.1303e+00 +1.6448e+00 +1.9294e+00 +1.9377e+00 +1.4064e+00 +1.4737e+00 +1.5064e+00 +2.2559e+00 +1.9252e+00 +1.5486e+00 +1.4868e+00 +1.9365e+00
1957 0 +2.567686131e+01 +8.736861308e+00 +8.736861308e+00 +2.1587e+00 +1.1032e+00 -3.0623e+00 +1.5048e+00 +2.2178e+00 +1.8720e+00 +1.3953e+00 +1.2661e+00 +1.4097e+00 +2.6371e+00 +2.1549e+00 +2.9252e+00 +1.3506e+00 +1.2238e+00 +9.2726e-01 +3.7080e+00 +2.0195e+00 +1.6948e+00 +5.5119e-01 +6.5110e-01
3789 0 +2.477835723e+01 +7.838357229e+00 +7.838357229e+00 +3.3333e+00 +3.3333e+00 -1.6667e+00 -1.6667e+00 +3.3333e+00 -1.6667e+00 +3.3333e+00 -1.6667e+00 -1.6667e+00 -1.6667e+00 +3.3333e+00 +3.3333e+00 -1.6667e+00 -1.6667e+00 +3.3333e+00 +3.3333e+00 +3.3333e+00 -1.6667e+00 -1.6667e+00 +3.3333e+00
3827 0 +2.413403681e+01 +7.194036808e+00 +7.194036808e+00 +3.2946e+00 +3.2588e+00 -1.6568e+00 -1.6448e+00 +3.2221e+00 -1.6525e+00 +3.3340e+00 -1.6864e+00 -1.6291e+00 -1.6574e+00 +3.2675e+00 +3.3317e+00 -1.6528e+00 -1.7177e+00 +3.3789e+00 +3.3666e+00 +3.3418e+00 -1.6511e+00 -1.6541e+00 +3.2951e+00
3848 0 +2.014718907e+01 +3.207189074e+00 +3.207189074e+00 +3.2852e+00 +3.2761e+00 -1.6351e+00 -1.6467e+00 +3.1343e+00 -1.6593e+00 +3.3236e+00 -1.6815e+00 -1.6395e+00 -1.6786e+00 +3.2972e+00 +3.3125e+00 -1.6379e+00 -1.8089e+00 +3.4133e+00 +3.3932e+00 +3.3344e+00 -1.5903e+00 -1.6726e+00 +3.2761e+00
3869 0 +1.949302681e+01 +2.553026811e+00 +2.553026811e+00 +3.2652e+00 +3.3237e+00 -1.6049e+00 -1.6422e+00 +3.1400e+00 -1.6629e+00 +3.3403e+00 -1.6785e+00 -1.6779e+00 -1.6570e+00 +3.3746e+00 +3.2948e+00 -1.6364e+00 -1.8434e+00 +3.4003e+00 +3.3798e+00 +3.3032e+00 -1.6300e+00 -1.6774e+00 +3.2689e+00
3890 0 +1.887237956e+01 +1.932379556e+00 +1.932379556e+00 +3.2680e+00 +3.3507e+00 -1.6264e+00 -1.6298e+00 +3.1986e+00 -1.6602e+00 +3.3578e+00 -1.7044e+00 -1.6851e+00 -1.6139e+00 +3.3285e+00 +3.2531e+00 -1.6423e+00 -1.7873e+00 +3.3903e+00 +3.3648e+00 +3.3277e+00 -1.6499e+00 -1.6553e+00 +3.2399e+00
3911 0 +1.539751955e+01 -1.542480455e+00 -1.542480455e+00 +3.2351e+00 +3.3358e+00 -1.6310e+00 -1.6288e+00 +3.1523e+00 -1.6549e+00 +3.3502e+00 -1.7088e+00 -1.6645e+00 -1.6145e+00 +3.3225e+00 +3.2324e+00 -1.6526e+00 -1.8411e+00 +3.4223e+00 +3.3905e+00 +3.3175e+00 -1.6257e+00 -1.6619e+00 +3.2193e+00
3932 0 +1.478297985e+01 -2.157020148e+00 -2.157020148e+00 +3.2202e+00 +3.3344e+00 -1.6336e+00 -1.6417e+00 +3.1681e+00 -1.6429e+00 +3.3683e+00 -1.7242e+00 -1.6357e+00 -1.6328e+00 +3.3489e+00 +3.2098e+00 -1.6734e+00 -1.8432e+00 +3.4319e+00 +3.4189e+00 +3.2709e+00 -1.5921e+00 -1.6513e+00 +3.2502e+00
3953 0 +1.267789972e+01 -4.262100282e+00 -4.262100282e+00 +3.2187e+00 +3.3572e+00 -1.6196e+00 -1.6275e+00 +3.1694e+00 -1.6478e+00 +3.3669e+00 -1.7289e+00 -1.6408e+00 -1.6159e+00 +3.3602e+00 +3.1736e+00 -1.6681e+00 -1.8706e+00 +3.4258e+00 +3.4361e+00 +3.2779e+00 -1.6077e+00 -1.6218e+00 +3.2298e+00
