% f evaluations | g evaluations | best noise-free fitness - Fopt (-5.494000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +8.628857935e+06 +8.628802995e+06 +8.628802995e+06 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00
5 0 +3.817184055e+06 +3.817129115e+06 +3.817129115e+06 +1.6667e+00 -3.3333e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00
23 0 +2.023082559e+06 +2.023027619e+06 +2.023027619e+06 +2.1268e+00 -2.4720e+00 +3.2002e+00 +3.1308e+00 +3.3250e+00 +3.3206e+00 -4.4205e-01 +1.5407e+00 +1.2744e+00 +1.8565e+00
35 0 +1.706661788e+06 +1.706606848e+06 +1.706606848e+06 +2.1557e+00 -1.3469e+00 +3.4274e+00 +3.7494e+00 +3.3769e+00 +4.1561e+00 -5.9894e-01 +9.0807e-01 +1.3762e+00 +2.1328e+00
47 0 +1.672791200e+06 +1.672736260e+06 +1.672736260e+06 +3.5707e+00 -4.1288e-01 +2.8705e+00 +3.6915e+00 +2.9469e+00 +4.0253e+00 -1.1673e+00 +5.6416e-01 +5.5153e-01 +1.2088e+00
58 0 +1.340467823e+06 +1.340412883e+06 +1.340412883e+06 +3.8358e+00 -1.0062e+00 +1.7156e-01 +3.5356e+00 +4.9897e+00 +4.1384e+00 -1.3492e+00 -1.5017e+00 +3.5379e-01 +7.9221e-01
69 0 +3.037359579e+05 +3.036810179e+05 +3.036810179e+05 +1.1631e+00 +1.2000e+00 +4.7812e+00 +4.9927e+00 +4.4854e+00 -4.3727e+00 -9.5067e-02 -3.3052e+00 -2.8696e+00 +4.1419e+00
80 0 +2.197549847e+05 +2.197000447e+05 +2.197000447e+05 +1.6654e+00 +1.6496e+00 +4.8739e+00 +4.9518e+00 +4.9974e+00 -3.3333e+00 +1.5390e+00 -1.0253e+00 -2.8081e+00 +3.5679e+00
91 0 +2.179857190e+05 +2.179307790e+05 +2.179307790e+05 +1.6799e+00 +1.6395e+00 +4.8531e+00 +4.9761e+00 +5.0000e+00 -3.3168e+00 +1.5544e+00 -9.9752e-01 -2.7975e+00 +3.5589e+00
113 0 +2.121278523e+05 +2.120729123e+05 +2.120729123e+05 +1.7185e+00 +1.6074e+00 +4.7972e+00 +5.0000e+00 +5.0000e+00 -3.2520e+00 +1.5750e+00 -9.3482e-01 -2.7567e+00 +3.5397e+00
124 0 +2.086932760e+05 +2.086383360e+05 +2.086383360e+05 +4.0894e+00 -1.1760e+00 -9.9290e-01 +5.0000e+00 +4.9866e+00 +4.1033e+00 +2.9018e+00 +4.9703e+00 -6.7713e-01 +2.2134e+00
135 0 +3.999075112e+04 +3.993581112e+04 +3.993581112e+04 +2.1638e+00 +2.0609e-01 -2.9192e-01 +4.8758e+00 +4.9812e+00 +2.1552e+00 +2.0740e+00 +3.7888e+00 -3.8064e+00 +4.8033e+00
146 0 +3.974694543e+04 +3.969200543e+04 +3.969200543e+04 +2.1585e+00 +1.8179e-01 -3.2435e-01 +4.9994e+00 +4.9814e+00 +2.1421e+00 +2.1206e+00 +3.8246e+00 -3.8402e+00 +4.7757e+00
168 0 +3.759224930e+04 +3.753730930e+04 +3.753730930e+04 +2.1653e+00 +1.5173e-01 -4.2545e-01 +5.0000e+00 +4.8854e+00 +2.1465e+00 +1.9847e+00 +3.8496e+00 -3.8479e+00 +4.9989e+00
192 0 +2.169575989e+04 +2.164081989e+04 +2.164081989e+04 +9.6241e-01 -3.5058e-01 -1.0875e+00 +4.9742e+00 +3.4866e+00 +2.6879e+00 +2.4675e-01 +3.6876e+00 -3.2533e+00 +5.0000e+00
205 0 +2.114559378e+04 +2.109065378e+04 +2.109065378e+04 +7.8107e-01 -4.2195e-01 -1.2083e+00 +4.9806e+00 +3.3072e+00 +2.7566e+00 -1.3994e-03 +3.6475e+00 -3.2282e+00 +4.9999e+00
216 0 +1.963612008e+04 +1.958118008e+04 +1.958118008e+04 +4.2479e-01 -5.3053e-01 -1.5672e+00 +4.9558e+00 +3.1059e+00 +3.0205e+00 -2.9448e-01 +3.7386e+00 -3.4816e+00 +4.9998e+00
227 0 +1.940788720e+04 +1.935294720e+04 +1.935294720e+04 -1.1381e+00 -1.1917e+00 -2.3147e+00 +2.2162e+00 +1.3060e+00 +4.9442e+00 -3.2757e+00 +2.9395e+00 -2.9366e+00 +4.9997e+00
238 0 +1.868022572e+04 +1.862528572e+04 +1.862528572e+04 -1.2594e+00 -1.2060e+00 -2.4327e+00 +2.2046e+00 +1.2476e+00 +4.9997e+00 -3.3909e+00 +2.9684e+00 -2.9853e+00 +4.9997e+00
249 0 +1.544435361e+04 +1.538941361e+04 +1.538941361e+04 -3.5914e+00 -8.4474e-01 -4.8923e+00 +2.9969e+00 +9.5061e-01 +4.9998e+00 -4.9920e+00 +3.8466e+00 -4.1342e+00 +4.9993e+00
260 0 +1.124355020e+04 +1.118861020e+04 +1.118861020e+04 -2.6289e+00 -8.3948e-01 -3.3911e+00 +1.5677e+00 +9.7588e-01 +4.9996e+00 -4.9317e+00 +2.8062e+00 -3.0404e+00 +4.8756e+00
271 0 +1.083283026e+04 +1.077789026e+04 +1.077789026e+04 -4.9881e+00 -9.0204e-01 -2.1885e+00 +2.8963e+00 +9.6321e-01 +4.9997e+00 -4.2409e+00 +2.1883e+00 -2.0864e+00 -6.7447e-01
282 0 +9.725121083e+03 +9.670181083e+03 +9.670181083e+03 -4.7071e+00 -6.0611e-01 -2.0916e+00 +1.5275e+00 +9.1293e-01 +4.9996e+00 -4.9962e+00 +1.8048e+00 -1.8296e+00 +3.7890e-01
304 0 +9.251952232e+03 +9.197012232e+03 +9.197012232e+03 -4.9985e+00 -5.6573e-01 -2.1344e+00 +1.6175e+00 +9.3835e-01 +4.9925e+00 -4.9995e+00 +1.7892e+00 -1.9568e+00 +7.4342e-02
327 0 +6.425062277e+03 +6.370122277e+03 +6.370122277e+03 -4.9993e+00 +9.4970e-01 -2.3979e+00 +2.4326e+00 +2.9595e+00 +2.7620e+00 -4.0186e+00 +1.8241e+00 -2.8564e+00 +6.6292e-01
338 0 +4.848693211e+03 +4.793753211e+03 +4.793753211e+03 -4.9980e+00 +5.6983e-01 -2.4919e+00 +2.8326e+00 +2.6613e+00 +3.1589e+00 -3.8378e+00 +2.0390e+00 -3.0809e+00 +5.6849e-01
350 0 +4.342433432e+03 +4.287493432e+03 +4.287493432e+03 -4.9977e+00 -2.7130e-01 -2.6554e+00 +3.3867e+00 +1.9551e+00 +4.0748e+00 -3.6827e+00 +2.3130e+00 -3.3639e+00 +3.3600e-01
361 0 +3.660240847e+03 +3.605300847e+03 +3.605300847e+03 -5.0000e+00 -3.4830e-01 -2.8078e+00 +3.8047e+00 +2.0788e+00 +3.9987e+00 -3.4169e+00 +2.3937e+00 -3.7330e+00 +4.0707e-01
372 0 +2.875632025e+03 +2.820692025e+03 +2.820692025e+03 -4.9992e+00 -1.4584e+00 -3.2107e+00 +4.1079e+00 +1.4839e+00 +4.9252e+00 -3.4208e+00 +2.0585e+00 -4.7304e+00 +8.3390e-01
383 0 +2.505441090e+03 +2.450501090e+03 +2.450501090e+03 -4.9974e+00 -1.2008e+00 -2.9490e+00 +3.3399e+00 +1.5434e+00 +4.8429e+00 -3.7707e+00 +1.7423e+00 -4.3680e+00 +8.6748e-01
394 0 +1.585115862e+03 +1.530175862e+03 +1.530175862e+03 -4.6713e+00 -1.0448e+00 -2.3915e+00 +1.7267e+00 +1.6808e+00 +4.7864e+00 -4.3656e+00 +6.9984e-01 -3.9319e+00 +1.3545e+00
405 0 +1.399338274e+03 +1.344398274e+03 +1.344398274e+03 -1.8895e+00 -9.8052e-01 -2.0664e+00 +2.1219e+00 +2.7020e+00 +3.6882e+00 -3.0419e+00 +8.1247e-01 -3.8332e+00 +4.1847e+00
416 0 +8.650856861e+02 +8.101456861e+02 +8.101456861e+02 -6.3599e-01 -8.1192e-01 -1.7787e+00 +4.2403e+00 +3.8900e+00 +2.5176e+00 -8.9540e-01 +1.4573e+00 -4.1884e+00 +4.3886e+00
427 0 +7.628305793e+02 +7.078905793e+02 +7.078905793e+02 -7.2946e-01 -8.5321e-01 -1.8036e+00 +4.9962e+00 +4.0238e+00 +2.4056e+00 -4.0123e-01 +1.7274e+00 -4.3621e+00 +3.9354e+00
438 0 +5.608376924e+02 +5.058976924e+02 +5.058976924e+02 -7.7474e-01 -1.1833e+00 -1.6917e+00 +4.8356e+00 +3.7381e+00 +2.7734e+00 -5.3545e-01 +1.5037e+00 -4.2559e+00 +3.7015e+00
449 0 +4.203538066e+02 +3.654138066e+02 +3.654138066e+02 -1.7574e+00 -1.5522e+00 -1.6525e+00 +3.8002e+00 +2.8665e+00 +3.7306e+00 -1.6524e+00 +9.9828e-01 -3.9600e+00 +2.7915e+00
460 0 +3.611262688e+02 +3.061862688e+02 +3.061862688e+02 -1.9457e+00 -1.5458e+00 -1.5578e+00 +3.4465e+00 +2.7423e+00 +3.8544e+00 -1.9254e+00 +8.1613e-01 -3.7727e+00 +2.5657e+00
471 0 +3.409342280e+02 +2.859942280e+02 +2.859942280e+02 -1.6292e+00 -1.5129e+00 -1.4619e+00 +3.2371e+00 +2.8054e+00 +3.7563e+00 -1.9489e+00 +7.2644e-01 -3.5953e+00 +2.9051e+00
482 0 +2.992556392e+02 +2.443156392e+02 +2.443156392e+02 -3.1783e-02 -1.3686e+00 -1.1010e+00 +2.6641e+00 +3.2344e+00 +3.1780e+00 -1.7589e+00 +4.8305e-01 -2.9675e+00 +4.5894e+00
493 0 +2.827902213e+02 +2.278502213e+02 +2.278502213e+02 -5.1746e-01 -1.3480e+00 -1.2178e+00 +2.8893e+00 +3.1536e+00 +3.2710e+00 -1.7955e+00 +6.0360e-01 -3.1112e+00 +4.0633e+00
504 0 +2.599847649e+02 +2.050447649e+02 +2.050447649e+02 -3.3421e-01 -1.2387e+00 -1.1933e+00 +2.9197e+00 +3.2853e+00 +3.0785e+00 -1.7245e+00 +6.4871e-01 -2.9962e+00 +4.2418e+00
516 0 +2.266930039e+02 +1.717530039e+02 +1.717530039e+02 +5.9388e-02 -9.1991e-01 -1.1652e+00 +3.0867e+00 +3.6373e+00 +2.5503e+00 -1.5250e+00 +8.2885e-01 -2.7160e+00 +4.6190e+00
