% f evaluations | g evaluations | best noise-free fitness - Fopt (-5.494000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.593596456e+07 +1.593590962e+07 +1.593590962e+07 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00
2 0 +3.456852145e+06 +3.456797205e+06 +3.456797205e+06 -1.6667e+00 -1.6667e+00 -1.6667e+00 -1.6667e+00 -1.6667e+00 -1.6667e+00 -1.6667e+00 -1.6667e+00 -1.6667e+00 -1.6667e+00 -1.6667e+00 -1.6667e+00 -1.6667e+00 -1.6667e+00 -1.6667e+00 -1.6667e+00 -1.6667e+00 -1.6667e+00 -1.6667e+00 -1.6667e+00
5 0 +2.340873166e+06 +2.340818226e+06 +2.340818226e+06 -3.3333e+00 -3.3333e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00
9 0 +2.283205839e+06 +2.283150899e+06 +2.283150899e+06 -3.3333e+00 -3.3333e+00 -3.3333e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00
13 0 +2.054691174e+06 +2.054636234e+06 +2.054636234e+06 -3.3333e+00 -3.3333e+00 -3.3333e+00 -3.3333e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00
15 0 +1.688914841e+06 +1.688859901e+06 +1.688859901e+06 -3.3333e+00 -3.3333e+00 +1.6667e+00 -3.3333e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00 +1.6667e+00
44 0 +1.440490224e+06 +1.440435284e+06 +1.440435284e+06 -3.7289e+00 -3.0424e+00 +1.4111e+00 -2.9675e+00 +2.3339e+00 +1.4759e+00 +1.7125e+00 +1.8960e+00 +8.5638e-01 +1.9589e+00 +2.0326e+00 +1.3586e+00 +2.1834e+00 +1.6098e+00 +1.1091e+00 +1.4806e+00 +1.2753e+00 +2.4958e+00 +1.2698e+00 +1.8903e+00
66 0 +9.169307319e+05 +9.168757919e+05 +9.168757919e+05 -4.0989e+00 -3.1991e+00 +5.7497e-01 -1.6895e+00 +2.5374e+00 +1.3107e+00 +5.6182e-01 +1.0942e+00 +3.7131e-01 +1.6328e+00 +1.7306e+00 +3.1702e+00 +2.1437e+00 +1.0075e-01 +5.4177e-01 +1.9535e+00 +1.7029e+00 +3.6547e+00 +1.3729e+00 +2.4099e+00
90 0 +8.404533742e+05 +8.403984342e+05 +8.403984342e+05 -4.0583e+00 -3.1145e+00 +3.1585e-01 -1.0974e+00 +2.5372e+00 +1.2223e+00 +4.3030e-01 +1.1519e+00 +5.1612e-01 +1.5856e+00 +1.9104e+00 +3.3978e+00 +2.1810e+00 -2.5303e-02 +2.7565e-01 +2.0294e+00 +1.7923e+00 +3.6451e+00 +1.6374e+00 +2.6808e+00
112 0 +7.736759897e+05 +7.736210497e+05 +7.736210497e+05 -3.8625e+00 -3.8715e+00 -9.6860e-01 +1.9360e+00 +2.5855e+00 +9.5032e-01 +1.5889e-01 +1.4994e+00 +1.0347e+00 +1.4330e+00 +2.6314e+00 +3.9135e+00 +2.7881e+00 -9.5145e-01 -1.1786e+00 +2.0759e+00 +3.1549e+00 +3.6029e+00 +3.0388e+00 +3.4367e+00
