% function evaluation | noise-free fitness - Fopt (3.590000000000e+01) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.517139813e+05 +3.517139813e+05 +3.517498813e+05 +3.517498813e+05 -2.4004e+00 +4.3585e+00 +1.1781e+00 +2.1186e+00 +9.0396e-01 -8.7718e-01 -4.8018e+00 +4.6825e+00 -1.0117e-01 -3.7614e+00
5 +3.335160929e+05 +3.335160929e+05 +3.335519929e+05 +3.335519929e+05 +3.7692e-01 -3.8167e+00 +3.1182e+00 +4.4186e+00 -4.0105e-01 -4.5383e+00 -2.9611e+00 +4.8943e+00 +1.9844e+00 -5.4646e-01
7 +2.980583457e+05 +2.980583457e+05 +2.980942457e+05 +2.980942457e+05 +4.6081e+00 +4.0250e+00 -3.8791e+00 +3.0841e+00 -1.0724e+00 -3.8487e+00 -7.2450e-02 -4.8208e+00 -3.5659e+00 +4.1903e+00
22 +2.874625640e+05 +2.874625640e+05 +2.874984640e+05 +2.874984640e+05 +1.3583e+00 +3.2398e+00 +2.3699e+00 -2.5694e+00 -8.7436e-02 +5.4823e-01 +4.1403e+00 -1.3142e+00 +1.3883e+00 -1.4524e+00
30 +1.360286656e+05 +1.360286656e+05 +1.360645656e+05 +1.360645656e+05 +4.7984e+00 -2.8576e+00 +4.9866e+00 +2.5776e+00 -2.7358e+00 +3.1396e+00 -3.8228e+00 +4.6256e+00 -3.2069e+00 -9.0201e-02
41 +1.213517424e+05 +1.213517424e+05 +1.213876424e+05 +1.213876424e+05 +3.5347e+00 +2.7998e+00 +4.8417e+00 -2.8543e+00 -7.6890e-01 -2.9157e+00 -7.5527e-01 -1.4715e+00 +1.7726e+00 -3.3103e+00
54 +1.138021846e+05 +1.138021846e+05 +1.138380846e+05 +1.138380846e+05 +2.9973e-01 +1.7179e+00 +3.7796e+00 +1.3032e+00 -1.7806e+00 -2.6170e+00 -1.6474e-01 +1.3118e+00 +1.4059e+00 -3.6785e+00
101 +6.303108178e+04 +6.303108178e+04 +6.306698178e+04 +6.306698178e+04 +1.2785e-01 -1.8722e+00 +4.8918e+00 -1.1278e+00 -2.3293e+00 +1.6416e+00 -4.2778e-01 -1.1228e+00 -1.5235e+00 +3.6755e+00
106 +3.292182270e+04 +3.292182270e+04 +3.295772270e+04 +3.295772270e+04 +4.0965e+00 +5.2365e-01 +4.6702e+00 -1.1213e+00 +1.5773e+00 +5.1273e-01 -4.9318e+00 -9.2074e-01 -2.7177e+00 +3.7221e+00
250 +3.038578121e+04 +3.038578121e+04 +3.042168121e+04 +3.042168121e+04 +5.6655e-01 +3.2342e+00 -6.9960e-01 -4.7664e+00 -2.3318e+00 -4.4623e+00 -3.5704e+00 -3.8415e+00 -4.1013e-01 +4.1197e+00
