% f evaluations | g evaluations | best noise-free fitness - Fopt (-1.694000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.431582195e+02 +1.262182195e+02 +1.262182195e+02 -2.7860e+00 -9.5653e-01 -1.3192e-01 +1.3879e+00 -8.7278e-01 +1.3989e+00 +2.7047e+00 -1.6899e+00 +2.2501e+00 -2.7640e+00
2 0 +4.562956743e+01 +2.868956743e+01 +2.868956743e+01 +3.6171e-01 +2.2089e+00 -2.4254e+00 -2.6061e+00 +4.7847e-01 -1.6512e+00 -2.3260e+00 -2.2005e+00 -2.5130e+00 -7.1031e-01
4 0 +1.567324171e+01 -1.266758285e+00 -1.266758285e+00 +1.9369e+00 +2.9672e+00 -2.6998e+00 -5.9803e-01 +2.5993e+00 +1.7544e+00 +7.0075e-01 -2.3907e+00 +1.4364e+00 +4.4630e-01
15 0 +1.322330730e+01 -3.716692699e+00 -3.716692699e+00 +1.7633e+00 +2.9387e+00 -1.0331e+00 -1.9927e+00 -1.6108e+00 +1.9200e+00 +1.5500e+00 -1.9303e+00 +6.0725e-01 -4.8086e-01
77 0 +1.107605419e+01 -5.863945808e+00 -5.863945808e+00 +2.8471e+00 +7.7620e-01 -2.6547e+00 +1.6334e+00 +1.0588e+00 -2.3420e+00 +1.8738e+00 -1.5573e+00 -2.6511e+00 +2.1543e+00
107 0 +1.081956433e+01 -6.120435668e+00 -6.120435668e+00 +2.8813e+00 +2.9123e+00 -1.3639e+00 +2.1167e+00 +1.1049e+00 -1.0377e+00 -5.6114e-02 +8.4074e-01 -6.8321e-01 -1.5454e-01
183 0 +8.890387451e+00 -8.049612549e+00 -8.049612549e+00 +1.8218e+00 +2.7538e+00 -1.6279e+00 -5.3371e-01 +5.7483e-01 +9.5423e-01 +1.5283e+00 +3.2922e-01 +2.8734e-01 -1.9179e+00
270 0 +7.956774920e+00 -8.983225080e+00 -8.983225080e+00 +1.9037e+00 +1.0940e+00 -1.2029e+00 +2.0630e+00 +2.5337e+00 -2.2451e+00 +1.9507e+00 -1.9409e+00 +1.2297e-01 -5.9905e-01
711 0 +6.505378139e+00 -1.043462186e+01 -1.043462186e+01 +2.0123e+00 +1.8992e+00 +2.8316e-01 +2.6021e+00 +1.9719e+00 -5.6313e-01 +1.8753e+00 -2.0484e+00 +1.3699e+00 -1.6730e+00
1098 0 +6.122386249e+00 -1.081761375e+01 -1.081761375e+01 +2.6154e+00 +9.3271e-01 -4.7324e-01 +6.7474e-01 -4.4605e-01 -1.6639e+00 +2.7085e+00 -1.5910e+00 -7.3257e-01 -2.9507e+00
1363 0 +5.874984761e+00 -1.106501524e+01 -1.106501524e+01 +1.9501e+00 +1.5464e+00 -2.6283e+00 +2.6138e-01 +6.4167e-01 -4.8314e-01 +1.6897e+00 -2.0421e+00 -2.7284e-01 -1.8163e+00
5156 0 +5.463130523e+00 -1.147686948e+01 -1.147686948e+01 +8.8279e-01 +2.6027e+00 -2.8257e+00 +8.3593e-01 +2.6569e+00 -2.2255e+00 -9.0753e-02 -5.3164e-01 +3.8487e-02 -2.1911e+00
9823 0 +4.824956518e+00 -1.211504348e+01 -1.211504348e+01 +2.2189e+00 +1.8034e+00 -1.4299e+00 +2.5995e+00 +1.2381e+00 -1.5976e+00 +2.1137e+00 -2.9201e+00 +5.0597e-01 -1.2038e+00
27438 0 +4.645447258e+00 -1.229455274e+01 -1.229455274e+01 +1.8780e+00 +1.7759e+00 -2.6072e+00 +1.5528e+00 +1.7096e+00 -6.9316e-01 +2.5683e+00 -8.6800e-01 -1.4439e+00 -2.7857e+00
36756 0 +3.999730932e+00 -1.294026907e+01 -1.294026907e+01 +2.1828e+00 +2.7835e+00 +1.5819e-01 +1.2017e+00 +6.2454e-01 -5.4920e-01 +2.3130e+00 -1.0904e+00 -2.1525e+00 -1.6788e+00
58548 0 +3.483751997e+00 -1.345624800e+01 -1.345624800e+01 +2.2845e+00 +2.5489e+00 -1.5381e+00 +2.0585e+00 +6.4752e-01 -2.3653e+00 +1.8845e+00 -2.1871e+00 +1.2807e+00 -1.4899e+00
86205 0 +2.707075489e+00 -1.423292451e+01 -1.423292451e+01 +2.6241e+00 +1.9807e+00 -3.9408e-01 +2.9828e+00 +3.3728e-01 -2.4313e+00 +2.1028e+00 -1.3877e+00 +1.0467e+00 -2.6783e+00
1306861 0 +2.659530291e+00 -1.428046971e+01 -1.428046971e+01 +2.7581e+00 +2.2534e+00 -9.4538e-02 +2.4472e+00 +3.1429e-01 -6.5755e-02 +2.2832e+00 -8.0792e-01 +1.6178e-01 -2.5013e+00
1974133 0 +2.446264424e+00 -1.449373558e+01 -1.449373558e+01 +2.6670e+00 +2.9515e+00 -1.1217e+00 +2.9431e+00 +2.3655e+00 -7.9648e-01 +2.8929e+00 -2.1718e+00 +8.5527e-02 -1.9169e+00
9202768 0 +2.349487238e+00 -1.459051276e+01 -1.459051276e+01 +2.9545e+00 +2.1889e+00 -1.9273e+00 +1.6904e+00 +1.7439e+00 -1.0169e+00 +2.8119e+00 -1.5927e+00 -7.0873e-01 -2.3295e+00
